cinemaName,boxInfo,viewInfo,avgShowView,avgViewBox
南宁CGV影城(绿地店),1.4万,431,9,34.1
扬州中影海润杜比影城(昌建广场店),1.4万,488,10,30.0
青岛CGV影城(新都心IMAX店),1.4万,340,9,43.0
中山CGV星星影城(兴中广场IMAX店),1.4万,420,9,34.8
上海万裕国际影城(淮海店),1.4万,407,18,35.8
长春CGV影城(万豪世纪广场IMAX店),1.4万,415,8,35.1
晋江市深沪UU国际影城,1.4万,475,16,30.6
泉州金逸UU国际影城浮桥店(全4K厅),1.4万,535,15,27.0
天津首都电影院(未来广场店),1.4万,438,9,32.8
北京嘉华国际影城(学清路店),1.4万,318,7,44.9
长春吉视影城(迅驰店),1.4万,442,12,32.2
上海国泰电影院,1.4万,350,19,40.7
延边CGV影城(百利城店),1.4万,361,8,39.4
西安CGV影城(胡家庙店),1.4万,392,8,36.1
南京喜满客影城(万谷店),1.4万,508,10,27.8
上海CGV影城(安亭店),1.4万,319,8,44.3
西安UME影城(小寨店),1.4万,411,6,34.2
武汉CGV影城(凯德西城IMAX店),1.4万,371,7,37.8
北京魔影国际影城(金源店),1.3万,216,4,64.3
北京保利国际影城(凯德MALL·大峡谷店),1.3万,377,9,36.7
宁波CGV影城(北仑店),1.3万,362,6,38.0
常德华耀国际影城(津市店),1.3万,250,17,55.0
上海CGV星星影城(大华店),1.3万,320,9,42.8
上饶汇和时代国际超级巨幕影城(万力店),1.3万,366,7,37.0
北京金逸影城(朝阳大悦城IMAX店),1.3万,199,4,67.9
成都CGV影城(龙泉IMAX店),1.3万,418,10,32.3
桐庐晨光国际影城,1.3万,368,10,36.4
常州CGV影城(恐龙园店),1.3万,400,10,33.5
南昌CGV影城(凯德店),1.3万,422,10,31.6
广州百丽宫影城(天环店),1.3万,290,11,45.8
成都CGV影城(航空港店),1.3万,364,8,36.4
上海中影国际影城(合生汇店),1.3万,254,5,51.7
昆山CGV影城(昆城广场店),1.3万,402,9,32.3
广州UA IMAX花城汇电影城,1.2万,252,4,51.4
绵阳博纳国际影城(凯德广场店),1.2万,332,6,39.0
北京百丽宫影城(国贸店),1.2万,300,10,43.2
宿迁CGV影城(西湖店),1.2万,439,10,29.4
温岭中影嘉博影城(大溪店),1.2万,231,5,55.8
成都CGV影城(卓锦店),1.2万,346,8,37.2
武汉CGV影城(江腾IMAX店),1.2万,366,9,34.9
西安CGV影城(万象城店),1.2万,349,8,36.5
成都CGV影城(科华店),1.2万,321,7,39.3
长春欢乐城国际影城,1.2万,418,9,30.0
汕头艺都大剧院(金砂路店),1.2万,487,55,25.7
北京美嘉欢乐影城(中关村店),1.2万,264,6,47.4
北京寰映影城(合生汇店),1.2万,169,3,74.1
十堰新华银兴国际影城(邮电街店),1.2万,489,11,25.5
广州飞扬影城(正佳IMAX店),1.2万,231,5,53.9
深圳UA影院(KKMALL店),1.2万,220,5,56.5
宜宾CGV影城(莱茵店),1.2万,436,9,28.2
常德中影鸿鑫国际影城(石门巨幕店),1.2万,348,17,35.3
韩城香山国际影城,1.2万,398,19,30.8
广州百老汇影城(凯德店),1.2万,288,7,42.2
上海SFC上影影城(徐汇绿地滨江IMAX店),1.2万,201,6,60.5
广州五月花电影城,1.2万,337,8,36.0
广州金逸珠江国际影城(大学城店),1.2万,325,14,37.3
日照CGV影城(日照万象汇店),1.2万,336,8,35.8
盘锦CGV影城(兴隆台IMAX店),1.2万,329,8,36.5
重庆CGV影城(鱼洞店),1.1万,303,8,39.3
天津CGV影城(于家堡IMAX店),1.1万,326,9,36.1
北京保利国际影城(华贸天地店),1.1万,323,9,36.4
天津CGV星星影城(东马路店),1.1万,320,8,36.5
北京耀莱成龙国际影城(五棵松店),1.1万,247,3,47.3
上海SFC上影百联影城(八佰伴IMAX店),1.1万,217,4,53.5
延边东沃家源世纪影城,1.1万,207,19,56.0
广州天河电影城(天娱广场店),1.1万,290,6,39.3
武汉武商摩尔国际电影城(国广店),1.1万,329,4,34.6
北京红星太平洋电影城(爱琴海购物中心店),1.1万,236,5,48.2
成都上影国际影城(城中汇店),1.1万,283,4,39.9
西安喜满客影城(汉神广场店),1.1万,398,6,28.2
呼和浩特万达影城(回民区万达广场店),1.1万,293,6,38.4
唐山CGV影城(路南店),1.1万,355,7,31.5
鄱阳奥斯卡影城(鄱阳店),1.1万,422,14,26.5
哈尔滨艾美影城(太平桥店),1.1万,378,10,29.3
烟台CGV影城(海港路店),1.1万,338,6,32.7
北京中影国际影城(昌平永旺店),1.1万,274,7,40.3
北京万达国际影城(石景山店),1.0万,119,3,91.7
银川万达国际影城(金凤万达广场),1.0万,317,7,34.3
北京金逸影城(中关村店),1.0万,187,5,57.8
铜仁天一国际影城,1.0万,312,12,34.6
安阳万达IMAX国际影城(万达广场店),1.0万,414,9,25.9
武汉武汉博纳国际影城(IMAX),1.0万,345,5,30.9
乌鲁木齐奥斯卡国际影城(南湖店),1.0万,380,11,27.6
辽阳万达影城(辽阳万达广场店),1.0万,322,6,32.4
成都SOE太平洋影城(龙泉东方华大广场店),1.0万,403,11,25.8
广州CGV影城(永旺店),1.0万,282,7,36.8
包头CGV影城(茂业店),1.0万,341,8,30.4
临沂CGV影城(泰盛IMAX店),1.0万,368,8,28.1
上海金逸影城(龙之梦IMAX店),1.0万,174,3,58.8
贵阳喜满客影城(时光贵州店),1.0万,285,11,35.8
寿光喜满客影城,1.0万,323,8,31.6
长沙CGV影城(润和城店),1.0万,312,7,32.6
呼和浩特CGV影城(中山IMAX店),1.0万,264,10,38.6
广州CGV影城(北京路店),1.0万,301,11,33.8
上海SFC上影国际影城港城店,1.0万,264,8,38.3
福州金逸影城IMAX(万宝商圈店),1.0万,237,3,42.7
深圳传奇影城,1.0万,301,7,33.5
长春万达影城(欧亚新生活广场店),1.0万,267,6,37.8
佛山CGV影城(东方广场店),9983,295,7,33.8
大连万达国际影城(高新店),9966,265,4,37.6
抚顺CGV星星影城(武功街店),9963,362,8,27.5
北京劲松电影院,9938,262,8,37.9
淄博沃美影城,9815,282,6,34.8
长沙CGV星星影城(芙蓉店),9789,255,9,38.3
北京金泉港IMAX国际影城,9785,159,2,61.5
苏州苏艺影城(艺术中心店),9736,201,4,48.4
昆明喜满客影城,9717,327,8,29.7
北京卢米埃影城(长楹天街IMAX店),9691,154,3,62.9
上海地中海影城,9651,277,6,34.8
赤峰凯诺星空国际影城(敖汉店),9600,360,20,26.6
武汉高德国际影城(藏龙岛店),9578,293,9,32.6
北京金逸影城(荟聚IMAX店),9526,198,4,48.1
南宁永恒·晶钻IMAX影城,9290,279,6,33.2
扬州扬州喜满客国际影城(京华城店),9268,297,6,31.2
武汉CGV星星影城(天地店),9261,271,8,34.1
北京博纳国际影城(悠唐店),9162,159,4,57.6
广州北京路飞扬影城IMAX店,9140,342,5,26.7
顺德CGV星星影城(星耀101IMAX店),9138,277,7,32.9
南京喜满客影城(缤润汇店),9092,328,7,27.7
北京太平洋影城(北京中关村店),9089,189,5,48.0
重庆UME影城(渝中),8991,253,4,35.5
汕头陈店聚丰国际影城,8900,275,11,32.3
哈尔滨CGV影城(群力店),8861,259,7,34.2
盖州完美世界影城(17.5华阳店),8855,306,18,28.9
长春完美世界影城(17.5新天地店),8852,307,7,28.8
上海博悦汇影城外滩金融中心IMAX店,8824,194,5,45.4
上海橙天嘉禾影城(LuOne凯德晶萃店),8820,124,4,71.1
呼和浩特万达国际影城(万达广场店),8744,176,4,49.6
重庆CGV影城(观音桥IMAX店),8695,254,8,34.2
霸州橙天国际影城(胜芳旗舰店),8665,201,4,43.1
武汉CGV影城(昙华林店),8659,241,8,35.9
淄博CGV影城(世纪店),8638,287,9,30.0
广州中华广场电影城,8620,246,5,35.0
长春长影电影院,8525,285,10,29.9
重庆CGV影城(新牌坊店),8479,227,8,37.3
哈尔滨艾美国际巨幕影城(哈西店),8399,238,5,35.2
南宁民族影城,8350,150,3,55.6
上海天山电影院虹桥艺术中心旗舰店,8345,145,4,57.5
扬州CGV影城(五彩世界店),8227,288,8,28.5
福州中瑞国际影城(三坊七巷店),8208,211,3,38.9
海口中影国际影城(海口上邦店),8200,320,6,25.6
上海川沙影剧院,8190,409,82,20.0
海口康大纵横国际影城-杜比巨幕(海甸城店),8180,333,7,24.5
南昌万达国际影城(红谷滩店),8083,166,3,48.6
宜宾嘉裕影城,8075,303,13,26.6
长春耀莱成龙国际影城(湖西路店),8058,311,7,25.9
武汉中影国际影城(武汉经开永旺店),8042,205,5,39.2
成都SFC上影影城(成都龙湖IMAX店),8009,242,4,33.0
广州金逸影城IMAX(光美番禺沙湾店),7968,227,5,35.1
哈尔滨中影中数国际影城(麦凯乐店),7925,353,4,22.4
十堰CGV影城(华悦城店),7873,233,6,33.7
德阳新时代影城(中江店),7720,257,8,30.0
沈阳美嘉欢乐影城(万象城店),7700,173,4,44.5
长沙潇湘国际影城(阿波罗旗舰店),7659,280,8,27.3
上海中影国际影城(长泰广场店),7646,173,3,44.1
深圳博纳国际影城(皇庭店),7626,179,3,42.6
蚌埠大地影院(银泰城店),7618,204,5,37.3
合肥环球激光巨幕影城(黉街店),7616,198,6,38.4
泰州苏艺影城(泰州店),7612,243,7,31.3
南通CGV影城(宝声广场店),7535,288,7,26.1
乐清乐清奥斯卡影城,7530,279,7,26.9
深圳公明百誉(公明店),7524,244,10,30.8
上海星光影城(亚新旗舰店),7505,197,4,38.0
珠海幸福蓝海国际影城(珠海IMAX店),7483,190,4,39.3
杭州中影国际影城(西溪印象城店),7479,192,5,38.9
杭州大地影院(金街美地商业广场店),7392,193,5,38.3
上海SFC上影影城(天山缤谷广场IMAX店),7381,140,3,52.7
吉林万达影城(昌邑万达广场店),7370,218,4,33.8
兴化幸福蓝海国际影城(兴化海德店),7344,259,9,28.3
乐山横店电影城(王府井店),7320,300,8,24.3
上海百丽宫影城(长宁来福士店),7240,118,3,61.3
辽源中影嘉华4KMAX国际影城,7185,290,6,24.7
北京中影电影院(小西天店),7180,165,8,43.5
武汉华谊兄弟影院(光谷IMAX店),7146,214,4,33.3
成都百老汇影城(万象城店),7134,179,5,39.8
上海大悦城新恒星影城(大悦城店),7118,129,4,55.1
奉化博纳国际影城(奉化店),7118,251,5,28.3
上海SFC上影百联影城(又一城店),7111,165,5,43.0
上海海上明珠国际影城(环球港店),7099,135,4,52.5
北京新影联·华谊兄弟影院(望京店),7092,188,3,37.7
吴江喜满客影城(苏州水秀天地店),7080,249,9,28.4
上海星轶IMAX影城(九亭U天地旗舰店),7075,142,4,49.8
西安CGV影城(悦荟店),7068,263,7,26.8
上海世纪友谊影城,7061,186,4,37.9
海安幸福蓝海国际影城(海安店),7050,269,11,26.2
宁波万达影城(鄞州万达广场店),7026,181,4,38.8
台州大光明影城(路桥店),6995,218,6,32.0
广州飞扬影城(天河城店),6917,143,3,48.3
包头苏宁影城(包头店),6865,224,5,30.6
上海卢米埃影城(紫荆广场店),6859,200,5,34.2
中牟欢乐国际影城,6840,300,10,22.7
上海UME国际影城(新天地店),6838,109,4,62.7
上饶世纪光影国际影城(万年店),6830,273,12,25.0
广州星汇电影城,6826,261,4,26.1
周口奥斯卡影城(周口店),6823,222,7,30.7
辽源中影新天地巨幕影城(御峰广场店),6782,255,8,26.5
南京幸福蓝海国际影城(江宁金鹰店),6755,210,5,32.1
晋城万达国际影城(凤展新时代广场店),6744,188,5,35.8
上海海上明珠国际影城(大宁IMAX店),6736,151,3,44.6
北京金逸影城(双桥店),6722,161,3,41.7
深圳万象影城(深圳万象城店),6695,126,2,53.1
北京新华国际影城(大钟寺店),6686,177,4,37.7
北京橙天嘉禾影城(万柳店),6678,142,4,47.0
惠安万达影城(惠安禹州广场店),6677,178,5,37.5
东莞越界思哲IMAX(寮步店),6675,192,4,34.7
南京星轶上影影城(仙林九霄梦天地店),6669,215,5,31.0
广州飞扬影城(乐峰店),6666,179,3,37.2
南京海上明珠IMAX影城雨花客厅店,6627,208,4,31.8
北京橙天嘉禾影城(上地店),6610,148,5,44.6
银川沃美影院,6605,204,4,32.3
秦皇岛中影国际影城(秦皇新天地店),6539,212,6,30.8
大连万达国际影城(经开万达广场店),6534,176,3,37.1
成都UA国际金融中心影城,6532,140,3,46.6
福州万达影城(仓山万达广场店),6484,133,3,48.7
上海DFC影城(宝山店),6457,185,3,34.9
兰州万达国际影城(城关广场店),6429,101,2,63.6
荆州万达影城(荆州万达广场店),6425,159,4,40.4
深圳海岸影城,6425,175,6,36.7
广州青宫电影城,6392,235,5,27.2
青岛SFC上影影城(青岛金狮IMAX店),6389,220,6,29.0
鹤山中影星美国际影城(鹤山店),6380,215,7,29.6
阳泉中影星美国际影城(阳泉店),6362,168,4,37.8
北京博纳国际影城(万寿路店),6335,148,4,42.8
黔南雷霆影城,6330,211,6,30.0
齐齐哈尔自由人影城(北方新天地店),6321,198,4,31.9
北京深影国际影城(学院南路店),6305,161,4,39.1
武汉华夏国际影城(鲁广店),6297,261,5,24.1
廊坊华夏星光国际影城(香河店),6246,215,7,29.0
赣州定南3D国际影城,6245,243,17,25.6
福州中瑞国际影城(红星美凯龙店),6240,149,2,41.8
哈尔滨森美影城,6165,212,9,29.0
长春中影影天下巨幕影城(活力城店),6163,166,3,37.1
银川万达国际影城(西夏万达店),6158,191,5,32.2
北京首都电影院(金融街店),6155,92,3,66.9
珠海中影国际影城(华发商都店),6135,169,3,36.3
梅河口长影国际电影城,6090,203,7,30.0
珠海CC影城(珠海奥园IMAX店),6070,210,5,28.9
通辽金街国际数字影城,6070,126,7,48.1
秦皇岛大地影院(世纪港湾店),6055,170,4,35.6
上海百丽宫影城(陆家嘴中心店),6043,147,3,41.1
兰州东方红影城,6037,202,5,29.8
南宁星美国际影城(大学东路店),6027,185,7,32.5
厦门万象影城(厦门万象城杜比影院),6020,162,4,37.1
南京幸福蓝海国际影城(荔枝广场旗舰店),6016,181,6,33.2
上海寰映影城(大融城店),5976,106,2,56.3
广州广东科学中心IMAX巨幕影院,5945,133,34,44.6
北京首都电影院(中华店),5935,170,8,34.9
成都中影星美国际影城(百伦广场店),5918,196,6,30.1
丹东万达国际影城(锦山大街店),5915,158,3,37.4
成都华夏星光激光影城(东原时光道店),5875,174,5,33.7
荆州四海天橙巨幕影都,5865,195,10,30.0
缙云乐业影城,5860,166,10,35.3
汕头合胜影城,5857,199,6,29.4
西安奥斯卡长安国际影城(中央广场店),5849,147,4,39.7
福州中瑞国际影城(正荣财富广场店),5844,184,4,31.7
济南横店电影城(丁豪广场店),5843,151,4,38.6
北京美嘉欢乐影城(三里屯店),5840,82,2,71.2
广州中影火山湖电影城(东山口店),5825,129,6,45.1
河源中影国际影城(坚基店),5792,205,5,28.2
张家口大地影院(财富中心店),5790,172,6,33.6
鞍山中影·国际影城(胜利南路店),5764,245,5,23.5
上海百丽宫影城(ifc商场店),5730,88,3,65.1
珠海星河国际电影城,5723,186,5,30.7
上海SFC上影影城(新世界店),5716,130,4,43.9
北京UME国际影城(安贞店),5692,95,2,59.9
汕头大光明嘉盛影院,5688,201,9,28.2
银川金逸影城(宁阳店),5687,182,4,31.2
北京大地影院(望京新天地店),5681,136,4,41.7
宁波博纳国际影城(东银泰店),5665,178,4,31.8
金坛星轶IMAX影城(金坛吾悦广场旗舰店),5660,144,3,39.3
太原万达影城(龙湖店),5654,150,3,37.6
深圳橙天嘉禾影院(卓悦汇店),5651,143,4,39.5
大连米高梅国际影城(高新店),5618,201,5,27.9
顺德中影南方影城,5590,153,5,36.5
奉化万达影城(奉化万达广场店),5575,162,4,34.4
深圳卢米埃华强北九方IMAX影城,5535,104,2,53.2
上海万达影城(虹桥店),5533,124,6,44.6
大连博纳国际影城IMAX(中央大道店),5528,159,4,34.7
贵阳明星时代影城(贵阳汇金店),5524,135,4,40.9
上海SFC上影影城(川沙IMAX店),5523,115,3,48.0
青岛大商影城(香港中路麦凯乐店),5455,226,6,24.1
昆明百老汇影城(顺城店),5453,132,4,41.3
衡阳东美国际影城(滨江北路店),5446,168,14,32.4
固原横店电影城(尚都国际店),5429,164,6,33.1
成都星轶D-BOX影城(龙泉驿吾悦广场旗舰店),5418,159,3,34.0
上海星光映會影城,5418,156,5,34.7
龙海金三角影院,5400,180,36,30.0
南京幸福蓝海IMAX影城(常发广场店),5399,186,4,29.0
南宁万达影城(江南万达广场店),5394,147,3,36.6
泰安鲁信影城(青年路店),5392,197,5,27.3
襄阳泛悦摩尔影城襄阳店,5365,138,3,38.8
沧州大地影院(荣盛国际店),5338,143,4,37.3
北京中影国际影城(丰台千禧街店),5308,154,3,34.4
上海SFC上影影城(金桥太茂IMAX店),5305,130,3,40.8
南昌万达影城(达观店),5299,147,5,36.0
乌鲁木齐103电影公园(钱塘江路店),5282,159,3,33.2
南京卢米埃影城(金鹰仙林店),5270,148,4,35.6
海口星轶IMAX影城(龙华吾悦广场旗舰店),5264,201,4,26.1
烟台幸福蓝海国际影城(烟台大悦城IMAX店),5258,140,3,37.5
晋中金逸院线国际影城(星耀城店),5248,196,5,26.7
齐齐哈尔大地影院(百货大楼店),5232,158,4,33.1
天津农垦博纳国际影城(津奥广场店),5190,172,4,30.1
北海大地影院(北海宁春城IMAX店),5181,130,3,39.8
昆明万达影城(同德广场店),5180,117,2,44.2
吉林万达国际影城(财富广场店),5172,155,4,33.3
西安奥斯卡国际影城(长安城南新天地店),5167,189,4,27.3
济南大地影院(大学城店),5163,167,5,30.9
成都UME国际影城(建设北路店),5150,162,3,31.7
深圳中影国际影城(龙华九方店),5135,136,4,37.7
东莞博星影城,5130,130,4,39.4
济南百丽宫影城(恒隆广场店),5114,127,3,40.2
无锡大世界影城(博大店),5100,179,4,28.4
湘西万家凤凰电影城,5096,158,13,32.2
南京SFC上影影城(南京店),5093,168,4,30.3
徐州徐州苏宁影城,5092,131,3,38.8
淄博大地影院(淄博SM城市广场),5084,135,4,37.6
天津SFC上影影城(天津天河城IMAX店),5060,142,3,35.6
上海百丽宫影城(万象城店),5055,86,2,58.7
重庆盖纳国际影城,5040,166,5,30.3
长春橙天国际影城(高新活力汇店),5039,172,4,29.2
上海UA电影城(上海梅龙镇广场店),5034,92,2,54.7
深圳中影ul城市影院(海雅店),5025,244,8,20.5
天津金逸影城(大悦城IMAX店),5020,120,2,41.8
北京华谊兄弟影院(IMAX洋桥店),5016,107,2,46.8
广州中影国际影城(太阳新天地店),5012,133,4,37.6
武汉巨幕影城(光谷广场资本大厦店),5002,181,3,27.6
哈尔滨万达国际影城(哈西店),4999,130,3,38.4
苏州Grand 寰亚洲立影城苏州悠方店,4990,139,3,35.8
北京百老汇影城(国瑞购物中心店),4980,109,3,45.6
北京珠影耳东传奇影城,4978,75,2,66.3
南京中影国际影城(仙林金鹰店店),4977,160,4,31.1
昆明SFC上影影城(昆明西城IMAX店),4958,135,4,36.7
中山中影阜沙影城,4936,176,7,28.0
长春万达国际影城(前进大街力旺广场店),4924,121,3,40.6
上海SFC上海影城,4918,75,3,65.5
上海上影CGV(大宁店),4903,99,3,49.5
洛阳卢米埃影城(王府井店),4895,164,5,29.8
肇庆保利国际影城(益华广场店),4895,164,4,29.8
南京星河影城(江宁大学城店),4873,189,6,25.7
上海天山电影院-龙之梦影城,4869,87,3,55.9
深圳正佳国际影城(光明店),4868,153,6,31.8
保定四通影城,4854,204,5,23.7
上海金谊华夏影城(三林店),4848,131,4,37.0
北京大地影院(顺义隆华店),4845,100,3,48.4
深圳CINESKY新天影院IMAX,4841,127,3,38.1
上海金球国际影城(上丰路店),4835,149,5,32.4
上海橙天嘉禾影城(世纪汇店),4820,99,3,48.6
上海万达影城(宝山万达广场店),4813,100,2,48.1
宜宾莱茵时代影城,4800,197,7,24.3
上海朵云轩杜比全景声影城,4799,128,6,37.4
北京大地影院(昌平菓岭店),4798,125,5,38.3
遂昌凯新时代影城,4790,122,6,39.2
长春星轶IMAX影城(绿园吾悦广场旗舰店),4789,140,3,34.2
宁海横店电影城(大观文化园店),4775,163,4,29.2
深圳华谊兄弟影院(宝能4DX店),4770,108,3,44.1
兰州华影飞天影城,4765,159,4,29.9
北京万达国际影城(CBD店),4740,49,2,96.7
杭州百老汇影城(万象城店),4720,55,1,85.8
成都海上明珠国际影城(银泰店),4703,133,3,35.3
兰州天亿国际电影城(国芳百货店),4686,134,4,34.9
海林大都会国际影城(子荣街店),4686,152,10,30.8
成都百丽宫影城(太古里店),4670,99,2,47.1
沈阳积家国际影城,4654,150,6,31.0
上海优幕星天地影城,4652,155,6,30.0
成都万达影城(财富又一城广场店),4640,151,4,30.7
上海保利国际影城(宝龙广场店),4635,121,3,38.3
长春万达国际影城(欧亚万豪店),4625,128,4,36.1
上海SFC上影影城(杨浦百联滨江店),4624,112,3,41.2
常德中影鸿鑫国际影城(桃源店),4619,154,7,29.9
成都太平洋影城(新城市店),4611,153,4,30.1
吴江自由人影城(万宝财富商业广场店),4601,121,3,38.0
上海上影河马国际影城,4583,117,3,39.1
温岭博纳影城温岭店,4568,158,4,28.9
上海万达影城(周浦万达广场店),4546,72,2,63.1
上海百丽宫影城(上海LCM置汇旭辉广场店),4538,72,2,63.0
苏州卢米埃影城(园区店),4536,148,4,30.6
渭南富平县电影院,4535,177,8,25.6
北京星美影商城(金源IMAX店),4528,62,4,73.0
青州大地影院(青州泰华城店),4523,138,5,32.7
台州大地影院(椒江店),4519,136,4,33.2
青岛星轶IMAX影城(黄岛吾悦广场旗舰店),4506,114,3,39.5
武汉百方汇影城(光谷K11店),4488,136,3,33.0
上海万达影城(江桥万达广场店),4488,83,2,54.0
大庆恒大影城,4457,172,5,25.9
上海中影星美影城(周园店),4450,127,4,35.0
