nickName,cityName,score,content,startTime
雷锋卢,宜兴,5.0,特效一级棒，女主不错，海王不错，温子仁更不错。,2018-12-07 21:40:07
雷锋卢,宜兴,5.0,特效一级棒，女主不错，海王不错，温子仁更不错。,2018-12-07 21:40:07
BOSS,绍兴,5.0,很好看很喜欢,2018-12-07 21:40:06
灰机,南京,5.0,DC这是要打漂亮翻身仗啊，支持DC,2018-12-07 21:40:06
苏坡Man,青岛,5.0,好看好看好看！,2018-12-07 21:40:06
wjs826042049,广州,0.0,我想知道坐我旁边的小姐姐信息有没有？,2018-12-07 21:40:06
猫了你一眼,北京,4.5,画面，特效不错，唯美,2018-12-07 21:40:05
mr刘果果,邹平,5.0,跪舔DC真香！,2018-12-07 21:40:05
dCR576626203,平度,5.0,挺好看的  第二部赶紧出吧,2018-12-07 21:40:03
གི道义,保定,5.0,真心不错！完美特效，无尿点,2018-12-07 21:40:01
香菜u,焦作,5.0,温子仁算是捞了一回DC,2018-12-07 21:40:00
雨天,成都,4.0,DC又一力作，票房评价双丰收的电影，的确是不错，故事的剧情结局没得悬念，但还是引起了我极大的兴趣，特别是电影中的特效，好壮观，好震撼！剧情跟亚特兰蒂斯世界的沉没结合了。只是那个攻击亚特兰蒂斯的潜艇没有揭露真相的感觉。还有弟弟的内心世界没有展现出来。不过最后感叹一句，海人的世界也是老大继承王位啊,2018-12-07 21:39:58
💋Sゞ·ummer℃,荆门,5.0,很赞很好看，这么多年除了阿凡达，再也没有看到过这么美的场景效果了，剧情也很不错，打斗场面看的很过瘾，没有辜负我这么久的期待，哦，忘记说了，女主很漂亮，海王的妈妈也很漂亮！,2018-12-07 21:39:55
liushuang715,镇江,4.5,特效贼棒！！！！,2018-12-07 21:39:54
L332603539,邳州,5.0,很棒 温子仁真的是牛逼 算是给DC电影挽尊了,2018-12-07 21:39:51
No Sleep Hotel,大连,5.0,男主超级帅 身材超棒,2018-12-07 21:39:51
井记科,濮阳,0.5,抵制美国！！！,2018-12-07 21:39:51
bourbon1990,湖州,2.5,真是挺无聊的。。。。,2018-12-07 21:39:49
我爱圈永远,沈阳,4.5,温子仁导演拍出来的《海王》场面真的太宏达，壮观了！海底的亚特兰蒂斯王国富饶壮阔！海王在与同母异父的弟弟决斗是本片最精彩的部分，他与湄拉寻找三叉戟之旅中的冒险很过瘾，过程中产生了爱情，寻回了母亲。这就是我看到的不一样的亚特兰蒂斯王国及海王！,2018-12-07 21:39:48
十年有约,营口,5.0,音效和特技完美，电影的故事情节也不错。👍👍👍,2018-12-07 21:39:48
woo008,福州,3.0,剧情一般，，,2018-12-07 21:39:47
虞恩洁,杭州,5.0,场面壮观，体量超大，温子仁🐂🍺,2018-12-07 21:39:47
大方大爷,临泉县,5.0,好看啊精彩刺激,2018-12-07 21:39:46
草莓公爵,呼伦贝尔,5.0,已经不能用好看来形容了，真的特别好看！,2018-12-07 21:39:45
hhappd9898,石河子,0.5,影院超烂，电影不错,2018-12-07 21:39:45
杜梅,泸州,5.0,陆地与海洋的完美结合，被海洋世界震撼到了，片中两个女主角美得一塌糊涂，身材之性感，反正值得一看的大片！,2018-12-07 21:39:44
魏巍,哈尔滨,5.0,太棒了，值得观看,2018-12-07 21:39:39
Nicolas_强强强,富阳,3.0,一般般，没有很好看,2018-12-07 21:39:37
李军英,北京,5.0,DC宇宙里边的海王，超乎意料的出色。从小就听过亚特兰蒂斯帝国的故事，通过电影我终于了解沉默的亚特兰蒂斯，亚特兰蒂斯的子民到了海里能够呼吸说话游泳还有眼睛也会变得明亮，真的让人羡慕，上次见亚特兰蒂斯还是小时候的《小飞龙》动画片。而且三叉戟作为海皇波塞冬的神器，也是吸引我的地方，儿时的霸屏动画片《圣斗士星矢》海皇篇也充满神秘。当然里边很多细节也映射人类破坏大自然得到了报复。这么大的片，真的必须要借助Imax，才能把海底宏观世界展现淋漓尽致，太精彩了。这部电影真的特别有特色，温子仁确实很棒。,2018-12-07 21:39:36
tZe470290055,玉林,5.0,我是比较挑的人，但也不得不说这部是今年看过最好看的电影没有之一，推荐大家都去看看，真的很棒！,2018-12-07 21:39:34
ZiD230090111,大连,5.0,这部影片给了我水下《阿凡达》的感觉，也有其他电影《星战》等类似电影的影子，甚至也有《方舟进化生存》这种游戏的元素，不得不佩服温子仁，当然，也感谢华纳高层明智了一次，全程不干预影片！如果早这样，相信《蝙超》、《正联》的票房远不止这些！还有，喜欢眉拉的第一天，想她，想她！,2018-12-07 21:39:31
tZe470290055,玉林,5.0,我是比较挑的人，但也不得不说这部是今年看过最好看的电影没有之一，推荐大家都去看看，真的很棒！,2018-12-07 21:39:34
ZiD230090111,大连,5.0,这部影片给了我水下《阿凡达》的感觉，也有其他电影《星战》等类似电影的影子，甚至也有《方舟进化生存》这种游戏的元素，不得不佩服温子仁，当然，也感谢华纳高层明智了一次，全程不干预影片！如果早这样，相信《蝙超》、《正联》的票房远不止这些！还有，喜欢眉拉的第一天，想她，想她！,2018-12-07 21:39:31
XQe569845200,天津,5.0,好看好看好看,2018-12-07 21:39:29
张先生,沧州,5.0,非常好，拍的,2018-12-07 21:39:28
Ybl674561799,成都,5.0,一场海底的视觉盛宴，视效爆炸、全程高燃以至于不会管剧情上的一点小瑕疵。从来没想过一部超英solo能拍这样的大场面，温子仁是真的值得爆吹！！！,2018-12-07 21:39:28
ISD802606011,启东,5.0,很不错的电影，值得一看。,2018-12-07 21:39:28
dLa200056175,沈阳,5.0,贼好看，画风唯美，特效精彩，女王很美，支持支持,2018-12-07 21:39:23
韩泽文,深圳,4.5,很震撼，给与了不一样的体验，就是彩蛋不像彩蛋[嘿哈],2018-12-07 21:39:20
vWZ244156751,秦皇岛,5.0,无可挑剔，整场气势恢宏，！,2018-12-07 21:39:18
為了忘卻的紀念,北京,5.0,"王子为了世界和平夺取王位，营救母亲，肯定自我的故事。总的说来是比较熟悉的主题，但在温子仁导演的指导下，非常具有爆发力和美感。无论是水下世界，还是陆地和海底的战斗，无论是单挑比武还是军队大规模作战，都非常具有震撼力。特别要说的是，影片虽然是超级英雄电影，却并没有简单粗暴地处理，相反很多细节和情感的展现都非常细腻。画面感非常棒。很多镜头的拍摄因为水下的原因也呈现出360度的感觉，而且镜头语言非常有特色。在海沟之战的时候甚至可以看出恐怖的气氛，这和导演拍摄过恐怖电影的经验密不可分。
再次，极力推荐imax版本，因为水下世界的美丽和震撼必须用多出的26%画幅观看！imax的超强视效是观看海王的保证！",2018-12-07 21:39:18
逆風🚲飛翔,大庆,5.0,非常好，值得一看。,2018-12-07 21:39:17
mysence,武汉,5.0,特效炸裂，绝对dc翻身作,2018-12-07 21:39:17
lGd582393488,常熟,4.0,电影不错，视觉效果很厉害，但是导演有恶趣味，观影请别太专注,2018-12-07 21:39:15
艾,乐平,5.0,值这个票价……,2018-12-07 21:39:13
白调,海口,5.0,我喜欢湄拉，and海王,2018-12-07 21:39:12
荣翔动漫(禧聪) 王红梅🌟 摊位机,广州,5.0,效果非常棒好看,2018-12-07 21:39:12
洛奇,高州,5.0,DCEU至今最好的一部电影，神奇女侠、钢铁之躯都要往后靠靠,2018-12-07 21:39:11
,广州,5.0,特效👍 好看喜欢💋😊 😊 😊 ,2018-12-07 21:39:08
JgN333108919,无锡,4.0,在海购国跳海画面巨牛逼,2018-12-07 21:39:06
wXH831744055,内江,5.0,DC崛起，王者归来。,2018-12-07 21:39:04
biubiubiu,济宁,5.0,合格的爽片啊啊啊啊啊 我爱温子仁❤️❤️,2018-12-07 21:39:04
腾空一脚,任丘,5.0,温子仁没毛病,2018-12-07 21:39:01
酷浩🍃,北京,5.0,非常的好看，尤其是夺得三叉戟的时候,2018-12-07 21:39:01
turbine,北京,4.5,如果看过《生活大爆炸》，肯定会记得”Aquaman sucks“的梗，在美漫圈里不太受待见的海王大银幕首秀很让人想起同样境遇的钢铁侠。海王继承了《权力的游戏》粗犷的画风，《正义联盟》中惊鸿一瞥的海后也大饱眼福，但更大惊喜则是盛世美颜妮可基德曼了。影片大量采用伪长镜头和超高速摄影，让动作场面也有了静态的艺术美，当然惊悚片建树颇深的温子仁也夹带了不少私货，《食人鱼》《魔女嘉莉》等都能看到影子，也算是另类彩蛋了。虽然目前各种细分视听解决方案百花齐放，各有翘楚，但做到亮度一流、重低音出色、全画幅独占综合实力头把交椅还数IMAX，待激光IMAX迭代之后，这个江湖就真东方不败了，多看26%画面才够爽！,2018-12-07 21:39:00
㊚,合肥,5.0,很好看，特效超棒,2018-12-07 21:38:58
MGL670340914,重庆,4.5,不错，场景 特效都做的好，情节也还可以，很久没看到画面这么震撼又美的了,2018-12-07 21:38:58
完,霸州,4.5,情节不新颖  特效很给力,2018-12-07 21:38:57
JXD374508969,郑州,5.0,很棒的特效，全程无尿点,2018-12-07 21:38:55
原来是狸猫家呀,重庆,0.5,不是真的很难看，真的很难看 ，很难看,2018-12-07 21:38:54
jqL712663421,邹城,5.0,特效很棒好看,2018-12-07 21:38:53
jqL712663421,邹城,5.0,特效很棒好看,2018-12-07 21:38:53
新之助,四平,5.0,男人征服世界！女人征服男人！！dc站起来了dc牛逼！！,2018-12-07 21:38:50
柯仔同学,佛山,5.0,太帅了吧马也,2018-12-07 21:38:46
美年.Sunday、,深圳,5.0,科幻巨制贼爽,2018-12-07 21:38:45
王老王他爸爸,襄阳,4.5,整部剧还是很精彩的  偶尔有点惊吓,2018-12-07 21:38:45
Ykn231083610,榆林,5.0,有内容的好电影，值得看,2018-12-07 21:38:44
萌大人,沈阳,4.5,特别棒！全程无尿点，画面唯美，亚瑟的肌肉着实让我流口水，亚瑟是可以带领所有海洋生物进行战斗的男人，而奥姆只能指挥人，差距太大了，happy ending，皆大欢喜，期待海王2,2018-12-07 21:38:43
左胜杰,温岭,5.0,超乎想象的一部电影，想不到海底世界可以塑造的比星球大战还耀眼，无与伦比的亚特兰蒂斯世界！世上特效最有诚意的一部电影，所有………电影！温子仁导演不愧最懂华人的观影习惯，无尿点的观赏着每一帧画面！定格特写不要太完美！！,2018-12-07 21:38:42
缘分的天空分外蓝,合肥,5.0,近期没有喜欢的影片，海王相当不错!,2018-12-07 21:38:41
rOX663547647,广州,5.0,牛逼！！！！喜欢！！！全程没玩手机。,2018-12-07 21:38:41
肖肖波,重庆,5.0,非常好看，特效很棒,2018-12-07 21:38:40
vXt853797133,天津,4.5,特效不错的。,2018-12-07 21:38:40
剑。。,临海,5.0,好看。,2018-12-07 21:38:36
诗和远方,昆明,5.0,奠定了DC宇宙的成型 格外好看,2018-12-07 21:38:35
盐巴娃儿（DESIGNICE韩）,凉山,5.0,"非常喜欢💕全家一起看的，儿子说必须满分💯动作劲爆，画面唯美，主题也充满正能量，值得观看
棒棒哒",2018-12-07 21:38:35
Myung1202,牡丹江,3.0,海王和漫威的英雄相似度差不多。海王像雷神，都在每一部留下了下一部的伏笔。剧情也是一般，就是演员阵容强大而已。,2018-12-07 21:38:35
妖精的尾巴,常州,5.0,温道首次尝试科幻片，视觉效果爆炸!,2018-12-07 21:38:34
风影11,无锡,4.5,特效真的很棒。不错的电影,2018-12-07 21:38:31
ゆき yu ki,苍南,5.0,3D效果可以,2018-12-07 21:38:31
L,连江,5.0,年度最佳，很棒的电影,2018-12-07 21:38:29
。。,郑州,5.0,好看好看好看,2018-12-07 21:38:29
KBN111547854,廊坊,5.0,温子仁牛皮啊,2018-12-07 21:38:25
唯一2046,常州,5.0,非常棒，太好看了，太精彩了！期待续集！水下阿凡达果然名不虚传，为温子仁点赞！,2018-12-07 21:38:23
戚丛,上海,4.0,非常棒！应该是目前为止最华丽的超级英雄电影了,2018-12-07 21:38:20
瑜🐠,惠安,5.0,好看！震感的特效！,2018-12-07 21:38:17
丨丶菍莳℅,广州,5.0,不错的一部电影，值得一看,2018-12-07 21:38:14
松下次元君,崇州,5.0,完美！全程无尿点！就是差一个女盆友了！,2018-12-07 21:38:11
戴志强,长沙,4.5,湄拉加一星！,2018-12-07 21:38:09
吃货联盟吗,洮南,5.0,"林诣彬还唠啥了，顶你就完了，海王拍出了孙悟空的内核，没毛病，因为你是中国人,the KING of the world.",2018-12-07 21:38:07
xiaoyuanzi37,启东,5.0,"好看！好看！！好看！！！
画面精致，美轮美奂！海王威猛又不失可爱，女主漂酿，妥妥的颜值担当！全程被美丽的海底世界吸引，大闸蟹海马鲳片鱼鲨鱼看了个够，期待下集！
值得吐槽的是他爹，怎么看都和**不合拍，下次找个帅点的可好，起码身高保证下🤦‍♀️",2018-12-07 21:38:05
吃货联盟吗,洮南,5.0,"林诣彬还唠啥了，顶你就完了，海王拍出了孙悟空的内核，没毛病，因为你是中国人,the KING of the world.",2018-12-07 21:38:07
xiaoyuanzi37,启东,5.0,"好看！好看！！好看！！！
画面精致，美轮美奂！海王威猛又不失可爱，女主漂酿，妥妥的颜值担当！全程被美丽的海底世界吸引，大闸蟹海马鲳片鱼鲨鱼看了个够，期待下集！
值得吐槽的是他爹，怎么看都和**不合拍，下次找个帅点的可好，起码身高保证下🤦‍♀️",2018-12-07 21:38:05
刘大仁,彭州,5.0,非常好看，翻身之作。,2018-12-07 21:38:01
🆔华久🎵,沈阳,4.5,特效不错，挺棒的,2018-12-07 21:38:00
词穷了泥煤,平度,5.0,看的特别棒棒,2018-12-07 21:37:59
小璐,合肥,5.0,么让我失望，这部片子就是冲着动画制作来的，太漂亮了海底世界，美的还想再看一次，期待海王二，男主也很美,2018-12-07 21:37:57
哎呦～喂,西安,4.0,两分俗套的皇位争夺剧情，九分的画面特效想象力！   DC要翻身了,2018-12-07 21:37:57
vage,深圳,5.0,震撼的画面，情节也不错！,2018-12-07 21:37:55
勿忘我心,桐乡,4.5,刺激，场面震撼,2018-12-07 21:37:55
陈斌,吴江,5.0,情节容易看懂，精彩~好看,2018-12-07 21:37:54
༺༼࿅࿆࿄大鵬 ࿄࿆ ࿅࿆༽༻,长沙,4.0,年终巨献，海王金尊，您值得拥有,2018-12-07 21:37:53
塞尚画室,仪征,3.5,特效强大，剧情不堪，场面暴力,2018-12-07 21:37:53
七七针织,桐乡,5.0,好看 准备好二刷了 以及什么时候可以来个中二哥哥| ू•ૅω•́)ᵎᵎᵎ家暴现场总是如此套路,2018-12-07 21:37:51
采蘑菇的筱汐,呼和浩特,5.0,哇塞，剧情特效都满分，无敌好看，必须10分,2018-12-07 21:37:50
LuckyLv_3,武汉,5.0,好评好评好评,2018-12-07 21:37:50
申通徐晓杰,高密,5.0,刺激！震撼！,2018-12-07 21:37:47
expp20154,郑州,5.0,这特效真牛逼，好看！,2018-12-07 21:37:43
空白,南京,4.5,就凭女主好看,2018-12-07 21:37:42
cof119425179,台州,5.0,好看，美国大片,2018-12-07 21:37:41
Chealia,九江,5.0,很流弊😱 😱 😱 ,2018-12-07 21:37:41
四月,涪陵,5.0,看了想吃海鲜！,2018-12-07 21:37:40
🍀  青帝  家居,海伦市,4.5,好久没看到这种感觉的大片了！不错！去看看吧！值得一看！,2018-12-07 21:37:36
LrS496752042,永兴县,5.0,非常Good，剧情刺激。看的很过瘾。,2018-12-07 21:37:35
有啥吃的啊,天津,5.0,简直无敌，好看,2018-12-07 21:37:33
_qqdn61346657667,常州,5.0,小姐姐们都很好看,2018-12-07 21:37:33
wvP637574723,南京,5.0,看了那么久的电影。评价的次数屈指可数。作为商业片，温导真的没有让人失望。我是温导**粉！,2018-12-07 21:37:31
白馬墨晞,天津,4.5,男主满身肌肉纹身还有点可爱，特效很唯美，实景也漂亮，没想到的是男主的妈妈还活着，结局很好,2018-12-07 21:37:25
冼伟超,肇庆,5.0,阵容不错哦！就是男猪脚不够男人味！,2018-12-07 21:37:22
〒_〒,广州,5.0,特效炸裂，比预想中的好,2018-12-07 21:37:22
finkiww,广州,5.0,好！爽！啊！,2018-12-07 21:37:21
ClintDad,成都,5.0,海洋世界的展现太精彩，人物角色的塑造也比较用力，漫威审美综合症患者的福音，温老板厉害，救活DC！,2018-12-07 21:37:21
Rocky8548,余姚,5.0,不错很燃比妇联3好看，最后的大战难忘。,2018-12-07 21:37:21
yueyexuege,厦门,4.0,好看，满足了我对海洋的幻想,2018-12-07 21:37:20
千山暮雪790,永州,5.0,不错(*๓´╰╯`๓)♡非常好看(｡･ω･｡)ﾉ♡,2018-12-07 21:37:20
sola.sos,上海,5.0,完美，特效没得说，期待dc下一部作品,2018-12-07 21:37:16
Catherina Q,广州,4.0,我觉得还行！,2018-12-07 21:37:15
W阿娇。,临沂,4.5,还不错，整个影片都非常好,2018-12-07 21:37:15
oVi559997238,怀化,5.0,好久没看到这么好看的商业片了，特效炸裂，配乐震撼，剧情简单类似《黑豹》的高配版本，但是非常的恢宏壮丽，简直气吞山河！不像黑豹那么小家子气。（中间还是有几处温子仁式的吓人的地方，观影须做好准备）,2018-12-07 21:37:14
jivhong,广州,5.0,韩国有史以来最牛逼的超级英雄电影。特效制作简直就是超一流。,2018-12-07 21:37:10
怕懶得 李杰💦,长沙,4.0,.还行吧，虽然有不少精彩片段，但是还是没想象中好看。,2018-12-07 21:37:10
eOm565789426,上饶,5.0,很久没看到这么震撼的电影了。DC巨作啊！前面DC影片跟它比弱爆了！强烈推荐！,2018-12-07 21:37:06
一只羊,沈阳,5.0,太棒鸟  超喜欢海王  期待了好久终于上映  温子仁执导必属精品  场面壮观特效没的说  每个人物都好有特色  大闸蟹好萌  还着重强调了海洋污染  感觉根本看不够  期望第二部赶上日程  强烈推荐👍,2018-12-07 21:37:04
陈文斌,仙游县,5.0,真的好这个特效，剧情也很好，看完这部电影，最大的感触是，生态环境啊，要重视啊！不然大自然给我们的惩罚可就不远了！,2018-12-07 21:37:02
柳少宝,四平,5.0,电影特效太好了，情节也不错，场面很大气，演员演技不错。女主角很漂亮，值得一看的电影。,2018-12-07 21:36:58
Nzk161484258,黑河,4.5,女主好漂亮，特效非常棒，但是我还是支持国产电影，谢谢大家(*°∀°)=3,2018-12-07 21:36:57
Nzk161484258,黑河,4.5,女主好漂亮，特效非常棒，但是我还是支持国产电影，谢谢大家(*°∀°)=3,2018-12-07 21:36:57
少年大鱼0228,重庆,5.0,太燃了，论一个肉出法装的重要性，哈哈，真的好看，好帅,2018-12-07 21:36:54
xiaohaoze,北京,5.0,我觉得很好看。,2018-12-07 21:36:51
超美妞驾到,武汉,4.5,剧情不错，给dc点个赞！,2018-12-07 21:36:50
urS810668469,成都,5.0,神仙拍的片子啊啊啊啊啊啊，今年最佳商业片！！！！完全拍出了超出商业片的高度啊啊啊啊啊啊剧情，画面，美术，演员，全部满分啊啊啊啊啊啊！,2018-12-07 21:36:50
nJg501292945,泾县,4.5,"极为优秀的视听盛宴
不够深海恐惧症患者自重！",2018-12-07 21:36:47
张靖,长春,5.0,这电影值得一看。,2018-12-07 21:36:47
刀不稳q,大连,5.0,海王太帅了（脏话,2018-12-07 21:36:46
还有啥id没被注册,沈阳,5.0,"吹爆海王！吹爆海王！吹爆海王！这就是一部让你从头嗨到尾的特效大片！看电影还动什么脑子！快乐就完事儿了！全程男友视角和媚拉小姐姐互动，七大海族均有露面，黑蝠鲼，奥姆帅的一匹！后半部分还有几个经典的扎式拍摄手法，估计是温导故意安排的，居然有点斯巴达三百勇的感觉，总是就是爽！想看的必须IMAX,巨幕安排上，不然部分场景看都看不到，挑时间必须2，3刷！这绝对是目前dc宇宙最棒的超级英雄片！",2018-12-07 21:36:46
咯吱山的沐夏,上海,5.0,"勉强十分，强烈推荐。剧情没有什么可圈点的，依旧是一千人眼里的“哈姆雷特”(这里吐槽一下被自己哥哥绿了，然后还笑的很开心的弟弟)。
特效好看!海王好看!小姐姐更好看!
还有士兵的服装“科技感”满满，感觉很违和像是星际大战穿越来的一样。",2018-12-07 21:36:46
🐾小雄🐻🐾,石狮,5.0,超级好看，值得一看的一部电影，超喜欢主角,2018-12-07 21:36:46
Chen_JZ,武汉,4.5,dc慢慢崛起  我觉得很欣慰  赶快起来和漫威对决～,2018-12-07 21:36:45
gat382864192,葫芦岛,5.0,额，电影非常好看，我们一家三口看完之后感觉场面宏大，然后的话场景逼真试一次特别的视觉盛宴,2018-12-07 21:36:45
FTTMT.,句容,5.0,作为dc的多年粉丝表示 dc将再度崛起！！！好看好看 ***的爽！看了那么多漫威电影，这部海王真的吊打所有！男孩看漫威 男人观dc！,2018-12-07 21:36:45
DK,长沙,5.0,真的太好看了!!!!!!!泪点和燃点都有的片子!强烈安利,2018-12-07 21:36:45
段君657,洛阳,5.0,，无话可说，好看,2018-12-07 21:36:44
꯭淘꯭古꯭轩꯭,赣州,4.5,全程嗨到尾，场面宏大,2018-12-07 21:36:44
一只圆滚滚的雪球球,大连,5.0,吹爆海王啊啊啊啊啊,2018-12-07 21:36:41
RLt884204894,常州,5.0,赞\(≧▽≦)/赞\(≧▽≦)/赞\(≧▽≦)/,2018-12-07 21:36:41
Znz363917461,深圳,5.0,特效特别棒，女主和男主母亲超级漂亮。顶我上去，票房大卖,2018-12-07 21:36:36
风,张家港,5.0,绝对太好看了,2018-12-07 21:36:35
zNe646736689,延边,5.0,超级喜欢呀，特效做的超级好，喜欢男二和女一，温子仁大导拍的真是没让我失望，完全就是一视觉盛宴啊，看过绝对不会后悔，快去体验吧！认识温导是从招魂开始，然后看遍了整个招魂系列，招魂宇宙，包括修女，安娜贝尔系列和潜伏系列,2018-12-07 21:36:35
yoga,深圳,5.0,真的是超级好看的了！！很震撼！！我滴妈，女主角的颜值简直怕是神仙颜值吧！！好喜欢，彩蛋有铺垫，希望第二部快点出！我一定会去支持！！！（本段文字太多感叹号那是因为这样才能表达我内心的观后感啊！哈哈）,2018-12-07 21:36:34
猴子terro,眉山,5.0,真心好看。比漫威除了钢铁侠意外的所有电影都好看,2018-12-07 21:36:32
vzT783152118,济南,5.0,特效很棒，剧情也不错。很好。,2018-12-07 21:36:31
美美的森哥,成都,5.0,嗨到爆nn 期待海王2,2018-12-07 21:36:27
pxy749053585,哈尔滨,5.0,"这才叫大片，毫不逊色于阿凡达！
亚瑟荷尔蒙爆爆爆棚😍
想立马儿二刷！",2018-12-07 21:36:27
GPd13503811263,郑州,5.0,关键词大片，上古文明，科技，海底，英雄，母亲，爱。好比中国版“孙悟空”大闹天空……特别精彩，值回票价哦,2018-12-07 21:36:25
碧海,石家庄,5.0,非常棒的一部电影,2018-12-07 21:36:25
陈江苏,贵阳,5.0,视觉效果非常棒，也有很感人的情节，值得！,2018-12-07 21:36:22
vUv165429435,海盐,5.0,特效做的太棒了，情节紧凑，海王的整个故事非常完整，年度最佳！,2018-12-07 21:36:20
曼诗,萍乡,5.0,非常震撼！男主好man，女主太美太美了,2018-12-07 21:36:19
rIV571797405,句容,5.0,场面弘大震撼，情节曲折离奇！,2018-12-07 21:36:19
荏苒,海西,5.0,温子仁是真的厉害，很好看，特效很炸，剧情没有漏洞，很棒的DC电影,2018-12-07 21:36:18
bmk275912294,大连,4.5,学好外语特别重要,2018-12-07 21:36:18
yGk118711218,聊城,5.0,温子仁牛逼！,2018-12-07 21:36:17
我乃刘小咩,济南,5.0,体验真的超级棒，整部影片下来都是起着鸡皮疙瘩看的，作为一个DC粉，我感觉这将是DC电影宇宙崛起的先兆，非常激动，延续以往的暗黑风，真的看得我又惊吓又惊喜，感觉DC要回来了，真的完美！,2018-12-07 21:36:15
秦皇居士,秦皇岛,3.5,邪不压正，一个美丽的童话故事，被高科技手段，演绎的美轮美奂。,2018-12-07 21:36:14
黄杰,深圳,5.0,太牛批了吧，看过特效最好的电影。,2018-12-07 21:36:13
TMe807532864,呼和浩特,5.0,海王是一个月内最精彩的片子!非常精彩!,2018-12-07 21:36:11
湯- 沈阳-名古屋-Auckland,成都,5.0,场面宏大。ok ok,2018-12-07 21:36:11
@,郑州,5.0,最好看的dc电影！没有之一！带给我的观感比毒液高了几个档次！（ps：如果红发在龙族电影里饰诺诺就好了）,2018-12-07 21:36:10
『余生²⁰¹⁸』,定远县,0.5,"故事情节太过于简单 
大Boss不堪一击 守护三叉🔱轻松过得 
太失望了！有点阿凡达里面的剧情，但属实太让人失望。",2018-12-07 21:36:10
Rja127429057,昆明,4.0,还不错，很浮夸的一部片子，整个特效绝对大制作，看得出来花心思去拍的，又是一部英雄主义电影，值得一看,2018-12-07 21:36:09
小小纪小小,汕头,3.0,一般般啦～没什么故事核心,2018-12-07 21:36:07
jojomarvl,深圳,5.0,难得的好电影，一定要看巨幕的，特效真的很棒！剧情一般，但是看的爽啊！,2018-12-07 21:36:06
吴杰,乐清,5.0,拿上电动牙刷，冲澡的时候，你就是拿着三叉戟的海王！,2018-12-07 21:36:06
飛翔的雲,天津,5.0,就四个字，非常好看,2018-12-07 21:36:06
西川,绍兴,4.0,两个半小时的特效值回票价，战争场面比妇联宏大，女性角色塑造饱满，剧情方面略逊妇联3,2018-12-07 21:36:05
独一代,成都,5.0,在仁和新城幸福蓝海国际影城IMAX巨幕厅看得首映，放映厅的效果超棒，简直让我有身临其境的感觉。影片特效超级好，是一部难得的商业大片，有种看了一遍以后还想看二遍的冲动～,2018-12-07 21:36:04
明兹光学,昆山,5.0,情节紧凑，特效非常棒，很好看的一部电影。,2018-12-07 21:36:04
猪仔包,广州,5.0,"视觉效果超美
吃了几次闷亏之后，DC似乎放弃了一直以来暗黑的特质，这次特效真的做得好漂亮好奢华。这次用的角色都超美的！虽然男主徐锦江脸庞偶尔让我出戏，但是那身肌肉线条和气势足矣惊艳！最难得的是，终于有一次故事讲得合情合理又算好看了。算是DC近年来最好看的一出咯。DC有发现跟漫威找了同一个配角么😂😂😂",2018-12-07 21:36:04
lbo199712,石家庄,5.0,很震撼的视觉效果，里面的海王的妈妈和女朋友都好美,2018-12-07 21:35:58
勇敢的心,靖西市,5.0,相对于毒液来说，海王比较好看,2018-12-07 21:35:58
有月亮的太阳,深圳,5.0,特别特别好看，很震撼,2018-12-07 21:35:57
xiaoniu28168291,上海,5.0,👍👍👍,2018-12-07 21:35:56
猪猪727481,郑州,5.0,真的太好看了，期待第二部,2018-12-07 21:35:55
AtH818986654,南京,5.0,老美的3d确实不一样。不管是故事情节还是人物画面和主题思想。,2018-12-07 21:35:54
мой ребенок,齐齐哈尔,2.5,效果看的   没有神奇的地方了  全是科技的  中间穿插着的海鲜看的都饿了,2018-12-07 21:35:52
超～,重庆,3.0,特效挺好看的,2018-12-07 21:35:49
链152,宜兴,4.0,好看的内容非常精彩。很激烈，很精彩。,2018-12-07 21:35:49
小神龙zz,开封,5.0,紧张刺激全程无尿点 水下世界的场景堪比阿凡达,2018-12-07 21:35:48
天天,沈阳,5.0,不错😊好看，刺激,2018-12-07 21:35:47
HUang7E🌻,义乌,4.5,湄拉好漂亮！！！,2018-12-07 21:35:46
观后无感丶,无锡,5.0,"太!尼!玛!好!看!了!
叹为观止!一场真正的视觉盛宴!场景的想象力，创造力以及导演对场面的调度，对节奏的把控，对镜头的运用，无懈可击!
近些年你看过的所有超英片都得给海王跪下，而且还是长跪不起那种。
我看电影20年有了，打9分以上的片子大概一只手能数过来，你能想象这部片子拍的有多好？好到140分钟的电影几乎没有一个废镜头，温导的运境已经到达一定境界了，该有的元素全都有，而且都做的很出色，大概五年内好莱坞大片的标杆就是这部了，阿凡达2鸭梨山大。
毫不夸张地说是我近5年院线观影生涯以来最佳好莱坞大片，没有之一。
最后说一句，一定要看IMAX版本!!!
9.1。",2018-12-07 21:35:44
请你pick我,长沙,5.0,大片既视感！爽,2018-12-07 21:35:43
Ooooo,厦门,4.5,太悲伤了  男二真惨。输了所有。,2018-12-07 21:35:42
那年夏天,深圳,4.0,特效挺不错！,2018-12-07 21:35:41
小肌肉,南京,5.0,近期最好看的超级英雄电影！,2018-12-07 21:35:41
阿三4943,金华,2.5,期望值太高了 有点失望,2018-12-07 21:35:39
JyP941462830,赣州,5.0,特效炸裂，温子仁出品，必属精品,2018-12-07 21:35:38
