nickName,cityName,score,content,startTime
叶倾心丶,邢台,5.0,黄金玉米侠和他弟弟白银带鱼侠的纷争，极其推荐看看,2018-12-08 01:43:27
LOOX600,重庆,4.0,真是羡慕命好的人~,2018-12-08 01:43:17
静看花满天灬,郑州,5.0,怎么说呢，剧情延续了一贯的dc风格，但是画面真的好美啊，每一帧都是海报都是精美得画面，强烈推荐,2018-12-08 01:43:11
伟,深圳,5.0,大制作，特效非常到位！帅哥美女,2018-12-08 01:42:54
Yung,广州,5.0,特效好，男主妈妈美到爆,2018-12-08 01:42:33
C,哈尔滨,5.0,第一次评论，真的，太那什么了，剧情很全，这个制作应该是至今为止我看过最好的了，那是真滴帅,2018-12-08 01:42:32
ZkI979055070,上海,5.0,没什么好说的，最棒的超级英雄片。,2018-12-08 01:42:31
往事随风,三亚,4.5,近年来DC不可多得的好作品，妮可的加盟让此片增加不少亮点，整体感觉华丽的恰到好处，马王的演绎让纯真质朴而不失华丽，建议大家去影院体会。,2018-12-08 01:42:22
JFQ159932965,上海,5.0,真好看太刺激了过瘾！,2018-12-08 01:42:22
yyn206,淄博,5.0,特效做的挺好，视觉效果棒棒的,2018-12-08 01:42:19
枪花幻想5920,北京,5.0,CD翻身之作！,2018-12-08 01:42:15
ocG114198592,深圳,5.0,还不错，感觉😊,2018-12-08 01:42:11
vSf956217605,醴陵,5.0,准备二刷。。。,2018-12-08 01:42:03
清晨的小鹿0303,昆明,4.5,剧情虽然老套 但是画面美 人物个性鲜明 海底刻画得太美了！！！ 敬畏海洋,2018-12-08 01:41:49
qq85010573,泰州,5.0,我想对华夏影院差评，字母模糊看不清这是盗版的电影吗,2018-12-08 01:41:45
騲性子,深圳,5.0,"看的中国巨幕，必须的给满分。
1.剧情上，从海王的陈述开始，从出生到入海，从陆地人要到海里当王，为了和平，一波三折，虽然简单了点，但有感动更有惊喜，最后有女票，大团圆，满分。
2.视觉上，记得从看过阿凡达开始，已经很多年没看过牛一匹的视觉盛宴了，在海里，的确是美，看过绝对会称赞，也是满分。
3.一路打到尾，不仅仅是一部合格的片子，对比这几年的好莱坞片，综合起来已经是上游的片子了。
4.虽然我更喜欢漫威，不吹不黑，这部片子绝对值得看，我也推荐大家看。",2018-12-08 01:41:43
瞳瞳_0531,成都,4.5,剧情紧凑，特效不错，台词有意思。喜欢,2018-12-08 01:41:33
陈xx,深圳,5.0,非常好看，特效很震撼，DC加油,2018-12-08 01:41:13
陈ht,厦门,5.0,感觉是近几年来看过的最好看的超英电影。黑豹那种土著打架场面真的是被完爆了。温子仁的电影画面感真的超赞，好多镜头都是可以截下来当电脑桌面的。中间一段剧情还**拍出电锯惊魂那种紧张感。剧情也不**，完美~,2018-12-08 01:41:05
yangbo6180,佛山,5.0,特效炸裂，性感的梅拉,2018-12-08 01:41:00
Xy,莆田,5.0,好看好看好看,2018-12-08 01:40:58
DearHelen2018,东莞,5.0,期待了一段时间的电影，看了些差评，本来有点退堂鼓的意思，因为看片子挺长，怕万一不好看，在电影院撑不过近两个半小时。但还是决定去看。可以说是继阿凡达以后，特效让我不眨眼睛的一部电影了吧，虽然比阿凡达还是有差距。做得很足，很有诚意，看得也很爽，剧情有硬伤，但爆米花英雄片，就这样，已经很惊喜了。那些说看睡着的，是有多少天没睡了？不怕猝死吗？,2018-12-08 01:40:53
🔰Woogd,南京,5.0,好看，没有之一,2018-12-08 01:40:52
東雲Ebony,滨州,4.5,不错的电影，不过是英雄系列，不要太在意细节~,2018-12-08 01:40:50
林霜,深圳,4.5,不负所望，值得一看,2018-12-08 01:40:48
a常常来杂货铺😄（富群粮油）,佛山,5.0,好看，值得推荐给大家看。特效太棒了，仿佛置身其中。,2018-12-08 01:40:43
小番茄,哈尔滨,5.0,太酷了！！！！！！！,2018-12-08 01:40:36
BJS406214119,惠州,5.0,不错不错，很好看！！！,2018-12-08 01:40:34
kFj538270557,泉州,4.5,老外的电影确实*，不像很多国产电影只会摆摆造型，说一些导演自认为很吊的话，按理说现在我们也不差钱了，怎么就拍不出牛x的电影，还是说我们骨子里没有那种厉害的基因？,2018-12-08 01:40:33
伊芙琳的探戈裙摆,许昌,5.0,好嗨哦，感觉人生已经到达了高潮，好震撼，看完电影我激动的就跳明月湖了。,2018-12-08 01:40:30
男入唔可以穷,南宁,5.0,完美，好久没看到那么入迷的一部电影了,2018-12-08 01:40:22
LXF468089629,沈阳,4.5,漫威大片爽爽爽,2018-12-08 01:40:16
刘3岁,宜宾,5.0,英雄都比较吸引人,2018-12-08 01:40:11
ShaneF,福安,5.0,这可怕的中文字幕比密恐更吓人！没办法！为了马王也要给十分！,2018-12-08 01:40:09
陈陈陈俊光BB,东莞,5.0,很nice，DC和漫威就没让我失望过,2018-12-08 01:40:08
~~~~,深圳,5.0,dc最惊艳的一部片子了,2018-12-08 01:40:04
吹一样的风1996,成都,5.0,特别好看，推荐推荐，海王的纹身➕肌肉，血气方刚，女主留的红头发干起架来也很酷炫“陆地和海洋，本是一体”不能让海洋受到污染，不能滥杀海洋生物，海洋是我们的，也是大自然的，我们要爱护海洋，保护🌍。,2018-12-08 01:39:59
wnn28,北京,5.0,值得看 推荐,2018-12-08 01:39:57
WXv479098106,吴江,5.0,不错  不错 特效一级棒  其影片表达的海洋污染  过度捕捞 等问题应该得到全世界的重视  这才是大片该有的情怀和深度,2018-12-08 01:39:50
supemanx,汕头,2.0,一惊一乍，套路老套,2018-12-08 01:39:35
快乐就好az,成都,5.0,叉子能给我用用就好了，，，，( ᵒ̴̶̷̥́ωᵒ̴̶̷̣̥̀ ),2018-12-08 01:39:29
小野猪,昆明,5.0,特效堪比70年代人们看到的星球大战，女主超美，海王超帅！赞赞赞！！！,2018-12-08 01:39:23
Global Entrepreneur,深圳,5.0,十分震撼！我十分喜欢海王母亲！,2018-12-08 01:39:19
Daniel博士 ONTIME,昆明,5.0,上影永华看的4D，刺激疯了……,2018-12-08 01:39:19
郭建军,佛山,5.0,非常完美，了不起的想像,2018-12-08 01:39:19
YLQ732592050,衡阳,3.0,我真的觉得拿三叉戟那里很牵强,2018-12-08 01:39:18
uQN293926516,深圳,5.0,"挺好看的
值得看",2018-12-08 01:39:17
阿涛涛804,清远,3.5,还不错！！！不了解故事！！！,2018-12-08 01:39:11
"冬冬,",西安,5.0,真的不错，而且很帅,2018-12-08 01:39:04
ㅤ,汕头,5.0," 视觉盛宴 年度最佳！！！
",2018-12-08 01:39:03
njK873181759,安宁,4.5,666666,2018-12-08 01:39:01
FFCOOKIE,昆明,5.0,精彩，特效，场景，故事，导演拍摄手法和悬念都满分DC的佳作，,2018-12-08 01:38:51
吥懂音符,义乌,5.0,"温之仁出品必属精品！
真的是要啥有啥，颜值、爱情、特效、气势磅礴，美！真的美！没看IMAX可惜了，肯定效果更好！",2018-12-08 01:38:46
小李🌿,广州,5.0,好看，感人，期待第二部。,2018-12-08 01:38:42
大脸盘子,株洲,5.0,挺好看的 没失望！！！,2018-12-08 01:38:41
Mr.H,太原,5.0,很好看很好看很好看,2018-12-08 01:38:35
A 、力雅啊威,惠东,5.0,非常的好看，更棒，没有让我们失望,2018-12-08 01:38:24
。粥粥。,深圳,5.0,超震撼 超喜欢海王,2018-12-08 01:38:21
_qqtdv1429424790,河源,5.0,漫威**粉柠檬怪别酸了吧，猫眼评分哪部有高过海王的？看不得DC起来了是不？,2018-12-08 01:38:19
eTZ433474345,合肥,5.0,好看，非常好看,2018-12-08 01:38:19
俊强950,芜湖,5.0,动作特效满分，海王一样的男人,2018-12-08 01:38:16
Lin小君💅,广州,2.5,本来要跟男朋友一起看的，被放鸽子了！然后就没看，我枯了,2018-12-08 01:38:16
乌拉拉一一,长沙,5.0,简单的故事，美丽的女主。温导牛批。,2018-12-08 01:38:04
katie,北海,3.5,有点点失望了！,2018-12-08 01:38:03
VhV556517824,厦门,5.0,果然非常震撼！很喜欢,2018-12-08 01:37:46
我没幼稚完，,自贡,5.0,温子仁出品！必属精品！,2018-12-08 01:37:34
天啦噜👉🙈👀,如皋,5.0,本来只想给8分，剧情有点拖……反转又太快。。可是片尾曲太太太好听了！！！一个片尾曲+2分。emmmm特效很ok，女主很美丽。,2018-12-08 01:37:34
程永豪,深圳,5.0,特好看视觉很好,2018-12-08 01:37:26
fti257017407,岳阳,4.0,好看，场面弘大。。。海里拍的美。。。,2018-12-08 01:37:24
撒欢去达人,广州,3.5,打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打打,2018-12-08 01:37:21
tiesto55,成都,5.0,dc今年终于没毛病了，全程高能，特效爆炸，剧情也不错，一个海王可能真的要逆转dc后面布局的劣势了！加油加油！必刷片！别问为什么，看就得了。,2018-12-08 01:37:19
c凯666,邢台,5.0,真的很好看，无论特效打斗方面都可以。,2018-12-08 01:37:09
恭子扶苏,黔西南,5.0,闹了几个月的片慌 终于出一部劲爆大片 很燃 很爽,2018-12-08 01:37:00
宝峰,北京,0.5,老子没看 咋不能退票或者改签呢？,2018-12-08 01:36:58
冰火可乐,昆明,5.0,等待了整整一年了，从一开始每天都在关注电影的进展和消息，到现在电影横空出世，满满都是感动，电影的质量也没有让我失望，远远超出了预期，非常感谢温子仁带给我们的作品，到现在看完内心还是不能平静，海王已经证明了他的价值，希望接下来的DCEU能再接再厉，把更多的好电影和好角色带给观众和粉丝,2018-12-08 01:36:55
何源远,深圳,5.0,真心吊炸天，全场都在嗨,2018-12-08 01:36:46
NotObsession,天津,5.0,太好看了……,2018-12-08 01:36:46
中国网络技术员,象山,4.5,这么好看的电影，送你上去,2018-12-08 01:36:42
中二君2151,郑州,5.0,漫威终究是漫威，DC终究是DC很好看！,2018-12-08 01:36:41
Mr吴小白cc,武威,5.0,DC的翻身之作！剧情画面燃到爆！应该是2018年末最牛逼的一部电影。和女朋友一起来看的，她也是超级英雄迷🤘,2018-12-08 01:36:38
艺术人生andy,北京,5.0,绝对是五星级的大片！画面壮观特效牛逼！中国🇨🇳一百年电影也追不上美国电影的！,2018-12-08 01:36:37
宁静致远,衡阳,3.5,还可以，看看,2018-12-08 01:35:55
风谷逍遥客,昆明,5.0,完美的特效场景，从头到尾的打斗，过瘾！从神奇女侠到海王，感觉dc要逆袭了呀！PS，红发女主超美！白发女王也不错哦！,2018-12-08 01:35:55
yJz324109282,三亚,5.0,非常不错，特效也很棒,2018-12-08 01:35:53
黄方块669号,固安县,4.5,特效还可以。。。,2018-12-08 01:35:53
麦宿君,北京,5.0,#Aquaman🔱海王# ⭐️⭐️⭐️⭐️⭐️《海王》满足了我对科幻 奇幻 超英 动作 怪兽 希腊神话题材的一切畅想!!!从开场到结束下巴就没合拢过!!! 除了143分钟的超长片长精彩到让人憋尿 完全没有bug!!!(根本看不够)Ps.看到黄金盔甲和三叉戟🔱瞬间泪目 有生之年若能看到温导翻拍《圣斗士星矢》真人版一定永生无憾!!!,2018-12-08 01:35:50
_qqcx71426942712,南京,5.0,特效炸裂，人物塑造出色，镜头艺术优秀,2018-12-08 01:35:48
渡己,深圳,5.0,全程无尿点的燃,2018-12-08 01:35:38
Yxxxxxxxx,漳州,5.0,DC就是剧情比漫威差点，特效还是**的,2018-12-08 01:35:35
Blin.k,深圳,5.0,整个欢迎过程就像是豆瓣的标签一样，电影将魔幻奇幻科幻三者结合在一起从而形成了亚特兰蒂斯这个奇妙的水下世界，进入亚特兰蒂斯的场景的时候，让我回味到了当初观看创战纪是主角进入虚拟世界时候的震撼感，我甚至已经忘记故事发生在拥有蝙蝠侠，超人还有大都会这个城市的DC宇宙中，非常爽快的欢迎体验！,2018-12-08 01:35:26
伊梵,贵阳,5.0,今年最好看的电影！赞赞赞！,2018-12-08 01:35:22
Hera940,福州,5.0,喜欢爆啦！！超好看！,2018-12-08 01:35:22
oPi142633188,嘉兴,5.0,惊喜 太惊喜了 全称看的都很激动 太棒了特效,2018-12-08 01:35:22
安东尼是帅瓜,重庆,5.0,太好看啦😄,2018-12-08 01:34:50
严豆豆,西安,4.5,画面主角效果都很到位 故事节奏稍微有点不到位  总体来说还是很棒 漫威风  赞,2018-12-08 01:34:50
芳华@惜缘·争夕,南京,5.0,神一般的特效；神一般的导演；不服不行。非常爽😊；视觉冲击；完美演绎。女主真美。,2018-12-08 01:34:48
caremosen,长沙,5.0,帅到炸裂！！,2018-12-08 01:34:42
只是没有如果💕,上海,5.0,非常完美，期待2⃣️的到来,2018-12-08 01:34:38
向来情深奈何缘浅,天津,4.0,值得一看，不再是以前的DC电影了，,2018-12-08 01:34:35
GAJ962544288,深圳,5.0,马王变身海王,2018-12-08 01:34:27
刘纯亦,广州,5.0,华人导演的骄傲！第一次看到了DC的成功之作,2018-12-08 01:34:17
LanBill,珠海,5.0,妮可基德曼我喜欢😘,2018-12-08 01:34:14
佳🎵,保定,5.0,特效相当震撼 ，剧情有点老套,2018-12-08 01:34:14
鲸落,昆山,4.0,水准之上的英雄片，特效值回票价。温子仁也很会讲故事了，整个剧情流畅，没有什么硬伤。,2018-12-08 01:34:09
王文劲,佛山,5.0,震撼...比正义联盟好看..海王帅气,2018-12-08 01:34:07
威虎山,昆明,4.0,特效非常好，故事较人性,2018-12-08 01:34:03
Muscle,中山,5.0,拍的最好看的DC英雄,2018-12-08 01:34:03
威虎山,昆明,4.0,特效非常好，故事较人性,2018-12-08 01:34:03
Muscle,中山,5.0,拍的最好看的DC英雄,2018-12-08 01:34:03
郑小莎Angela,深圳,5.0,非常棒，厉害,2018-12-08 01:34:02
还好,福州,4.0,剧情像黑豹 特效很OK,2018-12-08 01:34:01
imt956319645,东莞,5.0,好看！特效真的好,2018-12-08 01:33:48
心静，夜未央,天津,4.5,不要说老美的大片就为了赚中国钱才提前来中国上映，中国就是拍不出来这样的大制作商业片。此片实力碾压毒液，决对给漫威一记响亮的耳光，给DC公司再次夺回一次荣耀的光环。商业片主要就是特效和演员演技剧情只要不拖沓怎么演怎么合适。,2018-12-08 01:33:38
tzW482056712,武汉,5.0,超级精彩，想象力被拓展的感觉,2018-12-08 01:33:32
希京汪,沧州,4.5,"[cp]湄拉太像爱丽尔了…一毛一样啊
对于深海恐惧症和密恐是不太友好
但是看着密密麻麻的又恶心又爽的
我是抖M吗
找到女王的时候竟然有点泪目[doge]
然后中间一骨节儿感觉自己在看白雪公主的传说……",2018-12-08 01:33:30
LIN的iPhone,清远,5.0,特效超呼我想像，剧情也不差，没看的一定要看一下,2018-12-08 01:33:25
DaryL DreamS,深圳,4.5,海王好棒!温子仁🐮 🍺 !,2018-12-08 01:33:22
ubw622618664,杭州,5.0,炸裂，吹爆温导,2018-12-08 01:33:18
王莽穿,长沙,5.0,好看的不行呀,2018-12-08 01:33:18
等我回家,贵阳,5.0,特效简直炸裂，感觉后面海底世界每一秒都在烧钱，甚至还加了一点恐怖片的因素，温导果然没让我失望。我只想说海王牛逼！温导牛逼！大家同意吧。,2018-12-08 01:33:12
奋斗,南宁,5.0,今年最好看电影，媲美阿凡达,2018-12-08 01:33:06
欣欣老公猪,广州,5.0,海王型 女主超美,2018-12-08 01:32:56
TYH817264261,佛山,5.0,可以没毛病嗯,2018-12-08 01:32:45
米,吕梁,5.0,画面很震撼，挺好的一部影片！,2018-12-08 01:32:43
Smart皓,成都,5.0,好看好看 好好看！,2018-12-08 01:32:33
长得丑四围走,鹤山,5.0,非常给力，好睇到爆啊！剧情紧凑，海底特效无得输，睇到起鸡皮，近几年真系无乜电影可以睇到有咁既反应，比妇联3好，超级推荐,2018-12-08 01:32:25
韩海宁197,西安,5.0,超乎想象，完美。,2018-12-08 01:32:25
小宝妈0415,深圳,5.0,超好看！一个忍不住看了想要鼓掌的好片儿，视觉效果、情节都非常抓人眼球！海王超帅没会出场都帅呆了😘,2018-12-08 01:32:22
绞撒,大理,5.0,很好！大制作，IMAX很爽,2018-12-08 01:32:21
KarryDs,乌鲁木齐,5.0,特效好 故事还算可以 音效搭配的不错,2018-12-08 01:32:19
😘Big Lion💗,上海,5.0,很好看，666,2018-12-08 01:32:13
型男社1,乌鲁木齐,3.0,打斗场面太少，主要就是在铺垫，为后面的故事！,2018-12-08 01:31:59
-是生活啊🔚,淄博,5.0,巨帅。亚特兰蒂斯也很帅。强烈推荐,2018-12-08 01:31:57
祥和889,北京,5.0,完美梦幻的童话故事。非常棒！值得,2018-12-08 01:31:55
dZv146061308,郑州,5.0,不愧是大片 大制作，一定要看imax的，效果超级棒,2018-12-08 01:31:54
TPower,克拉玛依,3.5,"场面壮观，宏大，细节不错，动作也霸气
可**感觉做作，代入感不强，情节也不新奇，科技产物居然带灯光？他们不是说可以看到黑暗么？傻不傻？自己把自己坑了吧？或许是为了给观众一个视觉吧。但也可以用暗色，然后比较酷的那种造型啊？
最后只想知道，当了国王然后呢？
是不是还有第二档，毕竟有铺垫
混血，还有最后的那个死敌
哎
感觉自己看啥都没意思了越来越堕落。",2018-12-08 01:31:38
浩天置业刘洋,深圳,3.5,习惯了影院提供眼镜，失误了,2018-12-08 01:31:31
浩天置业刘洋,深圳,3.5,习惯了影院提供眼镜，失误了,2018-12-08 01:31:30
小益小益小益,北京,5.0,帅炸！帅王炸！,2018-12-08 01:31:29
AIT710872075,成都,5.0,好看的不得了,2018-12-08 01:31:12
Smiling丶梦二,上海,5.0,Imax体验爆炸！！不错不错，达到了我的预期。,2018-12-08 01:30:55
欧浩东,青岛,5.0,无敌，满足所有期待,2018-12-08 01:30:55
钱程809,泰州,5.0,特效炸裂，满分,2018-12-08 01:30:51
IkD264243790,北京,4.5,非常不错，值得一看,2018-12-08 01:30:50
小友哥.cn,长沙,5.0,威震七海……,2018-12-08 01:30:37
xxyxy7,昆明,5.0,太好看了，下周再看一遍！,2018-12-08 01:30:35
Love徐娇,汕头,5.0,好看要不行，，，，海洋场面打斗非常精彩！！！！,2018-12-08 01:30:35
scjscj123,三门峡,5.0,特效超好的电影。,2018-12-08 01:30:29
JBS747396964,珠海,5.0,不错不错，很久没看这么好看的电影,2018-12-08 01:30:28
芒果、,荆州,5.0,非常非常好看，马王是真的帅,2018-12-08 01:30:26
qry657382196,深圳,5.0,看了徐锦江的主演 实在太棒了👏霸气十足,2018-12-08 01:30:24
KZs657713472,台州,5.0,这是我看过的最好看的一部海洋类电影了？,2018-12-08 01:30:23
🌸小龙女诶～,中山,5.0,超级好看，真希望自己也生活在海洋里,2018-12-08 01:30:21
VvB944715086,昆明,5.0,很不错的电影，值得推荐,2018-12-08 01:29:56
GeE896194663,湘潭,5.0,超级好看，后悔没去IMAX,2018-12-08 01:29:36
大侠,廊坊,4.0,还不错，但是和阿凡达无法媲美,2018-12-08 01:29:36
紷兒宝贝,株洲,5.0,不错的电影……,2018-12-08 01:29:36
ty5230,沈阳,5.0,海王很帅，绝对超预期，特效有当年看阿凡达时的惊艳，全程几乎是无尿点的，而且情节紧凑不拖沓，三叉戟🔱的神力再多渲染一下就更好了，彩蛋出来很快，马上就期待海王二。唯一槽点就是海王那身土豪战袍~土帅，如果有朋友再约看，会二刷！！！绝对是DC电影出的最好的一部！,2018-12-08 01:29:35
凛鲸鱼,成都,5.0,真的燃爆了,2018-12-08 01:29:35
CXw744980547,广州,5.0,看完**这辈子看过最牛逼的电影,2018-12-08 01:29:29
A👑 ꯭韦萍®꯭ღ꯭在国内发货,泉州,5.0,正联看完首映 等到彩蛋有几个人和我一样激动的鼓掌的 其中有一个说“终于死侍要来了吗！” 那是你丧爹！阿斯豁！,2018-12-08 01:29:27
rru590705030,深圳,5.0,一个字，爽。,2018-12-08 01:29:20
jTh664868123,温州,5.0,特效超级好，剧情也不错。可以和我爱的漫威系列不相上下了，很赞,2018-12-08 01:29:02
T.O.P,随州,5.0,期待Dc崛起,2018-12-08 01:29:00
x,长沙,5.0,好好看 女主太美了！,2018-12-08 01:28:56
郑泽佳13925629660,东莞,5.0,好看，感觉还不错。,2018-12-08 01:28:53
LGx52675021,常州,4.5,DC终于不走暗黑风了！看了才知道原来海底世界这么纷繁绮丽、光怪陆离、奢华大气！大量的长镜头、慢镜头、旋转镜头很温子仁！一向以恐怖片见长的温子仁用《速7》、《海王》证明了自己不光对恐怖片驾轻就熟，对A级制作也是信手拈来！,2018-12-08 01:28:44
RxJ332043348,长春,3.0,3D技术非常棒，就是看不清，剧情混乱！还有中国人的头饰古代的！,2018-12-08 01:28:43
袖手旁观,佛山,5.0,视觉震撼十足，近期最好看的科幻大片，票房不超越毒液一年不和老婆亲热,2018-12-08 01:28:41
榆楱,厦门,3.0,特效不错，女主身材不错没了,2018-12-08 01:28:40
Ethen,深圳,5.0,没什么评论，就是一边睡一边看完的电影，每次去电影院都可以安安静静的睡上一觉。,2018-12-08 01:28:39
郝姑娘1127,长春,5.0,个人认为挺好看的。,2018-12-08 01:28:33
A0宏居地产-锐,揭阳,5.0,可以说是年度大片，视觉盛宴啊！剧情有头有尾！超级好看,2018-12-08 01:28:23
W笑而过,拉萨,5.0,很震撼，世间万物真爱最美,2018-12-08 01:28:19
LinshiTXX,深圳,5.0,DC真是成功救赎了自己啊,2018-12-08 01:28:12
at,西安,4.5,画面很好看。,2018-12-08 01:28:12
DeU818242024,深圳,5.0,画面宏伟，很棒，剧情也还不错，如果人类真能达到那种内外兼修的进化路线，但愿能压制住内心的欲望，不然迎来的将是毁灭,2018-12-08 01:28:11
斗鸡打不过的兔兔,北京,5.0,身为一个漫威粉，我忍痛将我的2018年度最佳颁发给了海王，温子仁，请收下我的膝盖.....,2018-12-08 01:28:10
LUFFY和ZORO,深圳,5.0,剧情紧凑，感人，幽默，精彩不断～,2018-12-08 01:27:51
L韩小宝L,广州,5.0,很不错的片子，只有你想不到的物种，没有里面做不到的。,2018-12-08 01:27:51
夕阳西下之后,天津,3.5,"略有点失望，如果不是DC，如果这是一部国产玄幻片，估计早就被喷惨了，尤其是那一身金鳞，实在有点村…
DC看家本领的大主角大反派，大主角也没有立起来，大反派也没有立起来，都显得太单薄，纸片化，连交响现在都用得没有漫威好了。
而且真正吸引人的大设定大矛盾大冲突，全部一笔带过或流于口述，反倒在个人的爱恨情仇上着墨过多，中二的男女主一言不合就开始谈恋爱，很尴尬的感觉。
唯一打动我的镜头是海洋动物总动员的时候，其实亚特兰蒂斯怼了人类半天，他们自己相对于海洋生态圈，不也是主宰者和破坏者吗？海中的人类，五十步笑百步而已，也终会被淹没在自然万物的洪流中，七海之主，代表的应该是整个海洋。
唯有特效能给高分。",2018-12-08 01:27:45
帅帅,济南,5.0,太棒了👏👏比以前看过的电影都好看！好👌好好好好好好好好好好好好好好好好好好好棒👍👍👍👍👍！！！！！！！！！！！！！！！,2018-12-08 01:27:27
Kay_,宁波,5.0,太完美了，温导厉害,2018-12-08 01:27:23
田兴,西安,5.0,温导演是个猛人用声音来表现速度，,2018-12-08 01:27:22
余生不回望zhy,遵义,5.0,震撼，这场视觉盛宴太棒了，意犹未尽。,2018-12-08 01:27:16
派大星ㄟ,揭阳,5.0,刺激刺激刺激，重要的事情说3遍，过几天二刷！,2018-12-08 01:27:15
ETF311870329,福州,5.0,超级好看，特效吊炸天。,2018-12-08 01:27:14
安然°,淮北,5.0,非常棒，是真的好看,2018-12-08 01:27:05
我对象BigMM,福安,5.0,好看好看真好看,2018-12-08 01:26:59
Jokay嘎嘎,西安,5.0,亚瑟叉鱼，太好看啦！红发小公主貌美如花，妮可基德曼还是美艳不可方物！,2018-12-08 01:26:55
fxt20042003,哈尔滨,1.0,情节诡异，特效怪异，逻辑奇异，结果讶异。反派过弱，导致沦为一场特效秀；节奏不合理，导致打怪兽变成嘴炮；抢三叉戟本来是保护生命，结果杀起自己人毫不手软。加上抢王位、绿亲弟的梗，道德层面基本崩坏，编剧看来是逃不掉了。,2018-12-08 01:26:30
啾啾超可爱,南京,5.0,"超好看鸭
不过我要吐槽一下海王的绿色秋裤
救命 好想笑鸭",2018-12-08 01:26:26
nLz582010992,长沙,5.0,"海王塑造稍有不足
反而是三个反派一个比一个出彩
黑蝠鲼偏激的复仇
奥姆合纵连横 真正的君王
涅柔斯将计就计 最后临阵倒戈韬光养晦
期待《海王2》黑蝠鲼继续挑起大陆与亚特兰蒂斯的仇恨",2018-12-08 01:26:23
OOy12737476,深圳,5.0,真好看，推荐去影院看,2018-12-08 01:26:22
buG547962858,海口,5.0,真的很棒，好看,2018-12-08 01:26:16
庞,无锡,5.0,非常有创意。,2018-12-08 01:26:08
yrS115078806,江阴,5.0,以前觉得蝙蝠侠的装备科技高，后来觉得钢铁侠的装备科技更先进，再后然觉得黑豹的装备科技还要科幻酷炫。现在好了：海王一出他们都是土鳖了！史上最科技最洋气的超级英雄【海王】！！！,2018-12-08 01:26:07
晨的,遂川,5.0,"海王太酷了今年的超级英雄电影也许只有妇联3才能与之抗衡吧 温子仁真的是个鬼才导演 dc真正的崛起了。
明天二刷走起",2018-12-08 01:26:05
老衲咻咻咻,湛江,1.5,不明白好在哪💀…很美式的电影，剧情真的挺无脑，完全看特效，同期比起来无名之辈感觉好多了…别说什么漫威DC粉丝，不好意思，我都不是，单纯从电影剧情来说，都不咋的，不明白为什么有这么多无脑吹，收钱了？…可能真的是🤔,2018-12-08 01:26:03
QuE462617095,乌鲁木齐,5.0,两个半小时的剧情并不让人觉得枯燥，特效很棒，有个别镜头特别震撼。,2018-12-08 01:25:59
arO668676968,任丘,4.5,特效超级震撼！！,2018-12-08 01:25:54
攸涕,贵阳,3.5,DC出了个假“雷神”，又是哥哥与弟弟的缠斗，又是专属武器，不同的是这回哥哥不仅抢了王位还抢了女人。故事依旧围绕失落的三叉戟展开，除了眼花缭乱的亚特兰蒂斯，印象最深的就属亚瑟的黄金战甲了，这审美能不能再壕一点。剧情有点冗长也在意料之中，毕竟要新IP多少要涉及到他的身世起源，打斗视角和配乐堪称一绝，也没有辜负西西里的美景，彩蛋有点意外，居然苍蝇哥还有大动作，不过这种大片看得多了，可以用的套路也越来越少了，但也还是蛮过瘾的😎...,2018-12-08 01:25:53
丫咪,贵阳,5.0,完全符合心中那个亚特兰蒂斯王国的模样！情景设置完美！不过为啥有种和“雷神”各种穿越的feel…,2018-12-08 01:25:49
捷捷捷捷出的叨刀,成都,4.0,近几年都是漫威大卖 DC慢慢沉寂了 没想到这一部《海王》倒是让人眼前一亮 这是DC要崛起的节奏啊 剧情较弱 无非是人鱼相恋 兄弟打架争王位 猜都猜得到剧情发展 不过剧情还是很饱满 有大boss小boss 感觉都可以拍一部连续剧了 而且由于是做的水下的特效 有一些眼角我都看到眼睛水的反光了 特别想吐槽苍蝇人和未来战士般的装束 太low了吧 分分钟出戏 跟想象中的人鱼战士不一样啊 不过这些依然挡不住它的光辉 气势恢宏的水下王国 激情澎湃的打斗场面 美轮美奂的亚特兰蒂斯 不过温子仁是拍惯了恐怖片的 片中还有几处猛地吓人的场景 好几次吓一跳 有可能是IMAX的原因吧哈哈一定要看多达26%画幅的IMAX,2018-12-08 01:25:35
M1saki_,昆明,4.5,年度压轴 嗨到爆！,2018-12-08 01:25:19
馬林海,佛山,5.0,从故事开端诞生出小海王到成长过程中的一系列到结局都很完美，其中几位主角都很符合角色。,2018-12-08 01:25:19
小王,瑞安,5.0,好看  提神  特效场景绝逼比肩阿凡达   任务个性突出  剧情跌宕起伏  ,2018-12-08 01:25:17
あ瘠薄。,深圳,4.5,特效感十足，强烈推荐有密集恐惧症的别看,2018-12-08 01:25:12
quw839125464,锦州,5.0,好好高好高嘿嘿,2018-12-08 01:25:10
IntoYou,长沙,5.0,温导！特效爆炸,2018-12-08 01:25:09
QcO517052603,海口,5.0,大开眼界！精彩绝伦！,2018-12-08 01:25:08
